hotel_name,property_type,city,address,facilities,rating,min_price,max_price,latitude,longitude
MaxoneHotels at Dharmahusada Surabaya,Hotel,"Gubeng, Surabaya","Jl. Dharmahusada No.189, Mojo, Gubeng, Kota SBY, Jawa Timur 60285, Indonesia","['WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'Lift', 'AC', 'Fasilitas Rapat', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'Lift', 'AC', 'Fasilitas Rapat', 'Fasilitas Ramah Difabel', 'Ruang Merokok', 'AC', 'Lounge', 'Fasilitas rapat', 'WiFi Publik', 'Lift', 'Restoran', 'Ruang merokok khusus', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam', 'Layanan Laundry/Dry Cleaning']",4.2,1175880,358500,-7.2674349,112.7711245
D Carol Hotel Surabaya,Hotel,"Bubutan, Surabaya","Jl. Gundih No. 8, Gundih, Kec. Bubutan, Kota Surabaya, Jawa Timur, Indonesia","['InDOnesia CARE', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Fasilitas Rapat', 'InDOnesia CARE', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Fasilitas Rapat', 'Penyimpanan Barang', 'AC', 'Lounge', 'Fasilitas rapat', 'WiFi Publik', 'Lift', 'Restoran', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Layanan Concierge', 'Resepsionis 24 Jam']",4.2,586075,197000,-7.247228,112.72946
Choice City Hotel,Hotel,"Bubutan, Surabaya","Bubutan, Surabaya City, East Java 60174, Indonesia","['InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'Lift', 'InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'Lift', 'AC', 'Fasilitas Rapat', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'Arena Game Center', 'Ruang game', 'Ruang Merokok', 'AC', 'Lounge', 'Fasilitas rapat', 'WiFi Publik', 'Lift', 'Restoran', 'ATM/Bank', 'Ruang merokok khusus', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan']",4.4,375000,270000,-7.25599,112.733686
G Suites Hotel By AMITHYA,Hotel,"Gubeng, Surabaya","Jl. Raya Gubeng No.43, Gubeng, Kec. Gubeng, Kota SBY, Jawa Timur","['InDOnesia CARE', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'InDOnesia CARE', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Pusat Kebugaran', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Hasil PCR Diperlukan', 'Bukti Vaksin Covid-19', 'Penyimpanan Barang', 'Fasilitas Gym', 'Fitness', 'Klub Malam', 'Ruang Merokok', 'AC', 'Lounge', 'Fasilitas rapat', 'WiFi Publik', 'Lift', 'Restoran', 'Ruang merokok khusus', 'Kolam Renang', 'Parkir (Gratis)', 'Penitipan Bagasi', 'Resepsionis 24 Jam', 'Layanan Laundry/Dry Cleaning', 'Brankas Hotel', 'Layanan Concierge', 'Penukaran Mata Uang']",3.9,1886000,287000,-7.273623,112.747475
Royal Regantris Cendana formerly Royal Singosari Cendana,Hotel,"Tegalsari, Surabaya","Jl. Kombes Pol. Moh. Duryat No.6, Tegalsari, Kec. Tegalsari, Kota SBY, Jawa Timur","['InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'Lift', 'InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'Lift', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Bukti Vaksin Covid-19', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'Karaoke', 'Hewan Peliharaan Tidak Diperbolehkan', 'Spa', 'tiket CLEAN', 'InDOnesia CARE', 'Pijat']",4.2,1200000,390000,-7.268379,112.739621
Livinn Taman Melati Surabaya,Hotel,"Mulyorejo, Surabaya","Jl. Mulyorejo Utara No.201, RT.006/RW.001, Mulyorejo, Kec. Mulyorejo, Mulyorejo, Surabaya, Jawa Timur, Indonesia, 60115","['Kolam Renang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Kolam Renang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Lift', 'AC', 'AC', 'Lift', 'Kolam Renang', 'Parkir (Gratis)', 'Resepsionis 24 Jam', 'Shower']",4.1,307200,218249,-7.261569,112.78547
Hotel Great Diponegoro Surabaya,Hotel,"Wonokromo, Surabaya","Jalan Diponegoro No.215, Surabaya, Jawa Timur 60241","['InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Hasil PCR Diperlukan', 'Bukti Vaksin Covid-19', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'Karaoke', 'Hewan Peliharaan Tidak Diperbolehkan', 'InDOnesia CARE', 'Wajib PCR untuk menginap >= 3 malam', 'tiket CLEAN']",4.2,620000,325000,-7.279568,112.730086
Arimbi Stay,Hotel,"Gayungan, Surabaya",Jl. Cipta Menanggal Utara 66 Surabaya,"['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Hasil PCR Diperlukan', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Hasil PCR Diperlukan', 'Teras', 'AC', 'ATM/Bank', 'WiFi Publik', 'Lift', 'Restoran', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Layanan Laundry/Dry Cleaning', 'Staf Multibahasa', 'Resepsionis 24 Jam']",4.2,492000,276000,-7.341528,112.721507
Cleo Hotel Basuki Rahmat Surabaya,Hotel,"Genteng, Surabaya","Jl. Jenderal Basuki Rachmat No.11, Embong Kaliasin, Kec. Genteng, Kota SBY, Jawa Timur","['InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Bukti Vaksin Covid-19', 'InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Bukti Vaksin Covid-19', 'Penyimpanan Barang', 'AC', 'WiFi Publik', 'Restoran', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Layanan Laundry/Dry Cleaning', 'Brankas Hotel', 'Penitipan Bagasi', 'Staf Multibahasa', 'Layanan Concierge', 'Resepsionis 24 Jam']",3.9,265500,261000,-7.263531,112.741318
ASTON Inn Jemursari,Hotel,"Wonocolo, Surabaya","Jl. Sidosermo II No. 70, Surabaya","['tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Penyimpanan Barang', 'Ruang Merokok', 'AC', 'Fasilitas rapat', 'WiFi Publik', 'Lift', 'Restoran', 'Ruang merokok khusus', 'Kolam Renang', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Resepsionis 24 Jam', 'Layanan Laundry/Dry Cleaning', 'Staf Multibahasa']",4.4,1375000,336720,-7.311514,112.749716
Varna Culture Hotel Tunjungan Surabaya,Hotel,"Genteng, Surabaya",Jalan Tunjungan No.51,"['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Antar Jemput Bandara', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Fasilitas Anak', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'Ruang Merokok', 'AC', 'Fasilitas rapat', 'WiFi Publik', 'Lift', 'Restoran', 'Perpustakaan', 'Ruang merokok khusus', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Tur', 'Resepsionis 24 Jam', 'Layanan Laundry/Dry Cleaning', 'Brankas Hotel', 'Layanan Concierge']",4.2,1888000,265024,-7.259055,112.739016
Djuragan Kamar Gunung Anyar,Hotel,"Gunung Anyar, Surabaya","Jl. Gunung Anyar Lor II No.80, Gn. Anyar, Kec. Gn. Anyar, Kota SBY, Jawa Timur 60294","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Lift', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'Lift', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",4.2,200001,200000,-7.33453,112.783668
Bekizaar Hotel Surabaya,Hotel,"Genteng, Surabaya","Jl. Basuki Rahmat No.15, Embong Kaliasin, Kec. Genteng, Kota SBY, Jawa Timur","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'Lift', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'Lift', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'Ruang Merokok', 'AC', 'Fasilitas rapat', 'WiFi Publik', 'Lift', 'Restoran', 'Ruang merokok khusus', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Rak Koran', 'Resepsionis 24 Jam', 'Layanan Laundry/Dry Cleaning', 'Brankas Hotel', 'Layanan Concierge']",4.0,434477,251772,-7.2636262,112.7412572
Halogen Hotel Airport Surabaya,Hotel,"Juanda, Surabaya","Raya By Pass Juanda Street No. 18 Sidoarjo 61253,surabaya","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'Lift', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'Lift', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'Karaoke', 'Hewan Peliharaan Tidak Diperbolehkan', 'Spa', 'tiket CLEAN', 'Pijat']",4.2,470000,340000,-7.371729,112.760575
Quds Royal Hotel Surabaya,Hotel,"Semampir, Surabaya","Jl. Sultan Iskandar Muda No.85, Ampel, Kec. Semampir, Kota SBY, Jawa Timur 60151, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Fasilitas Rapat', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Fasilitas Rapat', 'Penyimpanan Barang', 'Ruang Merokok', 'AC', 'Lounge', 'Fasilitas rapat', 'WiFi Publik', 'Lift', 'Restoran', 'Ruang merokok khusus', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Tur', 'Resepsionis 24 Jam', 'Layanan Laundry/Dry Cleaning', 'Brankas Hotel']",4.1,585200,397950,-7.225502,112.741244
Life Hotel Stasiun Kota Surabaya,Hotel,"Genteng, Surabaya","Jl. Pecindilan No.66, Kapasari, Kec. Genteng, Kota SBY, Jawa Timur 60161, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'Lift', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'Lift', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Penyimpanan Barang', 'Teras', 'AC', 'Lounge', 'WiFi Publik', 'Lift', 'Restoran', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Tur', 'Rak Koran', 'Layanan Pernikahan', 'Resepsionis 24 Jam', 'Layanan Laundry/Dry Cleaning', 'Brankas Hotel', 'Staf Multibahasa', 'Layanan Concierge', 'Penukaran Mata Uang']",3.6,341897,120152,-7.244324,112.747742
Best Hotel Surabaya,Hotel,"Tegalsari, Surabaya","Jl. Kedungsari No.29, Wonorejo, Kec. Tegalsari, Kota SBY, Jawa Timur 60263, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Fasilitas Rapat', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Fasilitas Rapat', 'Ruang Merokok', 'AC', 'Fasilitas rapat', 'Ruang merokok khusus', 'WiFi Publik', 'Lift', 'Restoran', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Layanan Laundry/Dry Cleaning', 'Resepsionis 24 Jam']",4.2,285000,245000,-7.26845,112.734914
Bisanta Bidakara Surabaya,Hotel,"Tegalsari, Surabaya","Jl. Tegalsari No.77-85, Tegalsari, Kec. Tegalsari, Kota SBY, Jawa Timur","['InDOnesia CARE', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'InDOnesia CARE', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Pusat Kebugaran', 'Fasilitas Rapat', 'Penyimpanan Barang', 'Fasilitas Gym', 'Fitness', 'AC', 'Fasilitas rapat', 'WiFi Publik', 'Restoran', 'Kolam Renang', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan']",3.9,550000,310000,-7.267219,112.736801
Kampi Hotel Tunjungan - Surabaya,Hotel,"Genteng, Surabaya","Jl. Taman Apsari No.3-5, Embong Kaliasin, Genteng, Kota SBY, Jawa Timur 60271","['InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'Lift', 'InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'Lift', 'AC', 'Pusat Kebugaran', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Hasil PCR Diperlukan', 'Hasil Antigen Diperlukan', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'Fasilitas Gym', 'Fitness', 'Ruang Merokok', 'AC', 'Fasilitas rapat', 'WiFi Publik', 'Lift', 'Restoran', 'Porter/Bell-boy', 'Ruang merokok khusus', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan']",4.5,1249998,506998,-7.264382,112.743185
Hersya Front One Inn Surabaya,Hotel,"Gayungan, Surabaya","Jl. Ketintang Baru III No.58, Ketintang, Kec. Gayungan, Kota SBY, Jawa Timur","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Antar Jemput Bandara', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Antar Jemput Bandara', 'Penyimpanan Barang', 'AC', 'Lift', 'Restoran', 'Parkir (Gratis)', 'Layanan Laundry/Dry Cleaning', 'Penitipan Bagasi', 'Resepsionis 24 Jam', 'tiket CLEAN']",4.0,593368,321513,-7.317783,112.729921
The Win Hotel Surabaya,Hotel,"Genteng, Surabaya","Jl. Embong Tj. No.46-48, Embong Kaliasin, Kec. Genteng, Kota SBY, Jawa Timur 60271","['InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Lift', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Lift', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'Ruang Merokok', 'Fasilitas rapat', 'WiFi Publik', 'Lift', 'Restoran', 'Ruang merokok khusus', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Layanan Laundry/Dry Cleaning', 'Brankas Hotel', 'Layanan Concierge']",3.7,375100,285799,-7.267701,112.747622
Tab Hotel Darmo Permai Surabaya,Hotel,"Dukuh Pakis, Surabaya","Jl. Raya Darmo Permai Selatan No.712 - 713, Pradahkalikendal, Kec. Dukuhpakis, Kota SBY, Jawa Timur","['InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Karaoke', 'Ruang Merokok', 'AC', 'Fasilitas rapat', 'WiFi Publik', 'Lift', 'Restoran', 'Ruang merokok khusus', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan']",3.8,850000,221213,-7.2792799,112.6833863
Hotel Oval Surabaya,Hotel,"Wonokromo, Surabaya","Jl. Diponegoro No.23, Darmo, Kec. Wonokromo, Kota SBY, Jawa Timur","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Antar Jemput Bandara', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'AC', 'Fasilitas rapat', 'WiFi Publik', 'Lift', 'Restoran', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Tur', 'Rak Koran', 'Layanan Pernikahan', 'Resepsionis 24 Jam', 'Layanan Laundry/Dry Cleaning', 'Brankas Hotel', 'Layanan Concierge']",3.9,450450,202301,-7.293936,112.737212
RedDoorz Plus near Stasiun TVRI Surabaya 2,Hotel,"Sawahan, Surabaya","Jl. Dukuh Kupang No.139, RT.008/RW.09, Pakis, Kec. Sawahan, Kota SBY, Jawa Timur 60256","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Check-out Tanpa Antre', 'Resepsionis 24 Jam']",4.5,287280,190751,-7.286934,112.714765
Ibis Surabaya City Center,Hotel,"Genteng, Surabaya","Jl. Basuki Rahmat No.96, Embong Kaliasin, Kec. Genteng, Kota SBY, Jawa Timur 60271, Indonesia","['Restoran', 'Lift', 'AC', 'Fasilitas Rapat', 'Restoran', 'Lift', 'AC', 'Fasilitas Rapat', 'AC', 'Lounge', 'Fasilitas rapat', 'Lift', 'Restoran']",4.3,449899,394900,-7.269669,112.741228
Life Taman Melati Surabaya,Hotel,"Mulyorejo, Surabaya","Jln Mulyorejo Utara No,201, Mulyorejo Surabaya","['tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Fasilitas Anak', 'Bukti Vaksin Covid-19', 'Kolam Renang Outdoor', 'Bola Basket', 'Hewan Peliharaan Tidak Diperbolehkan', 'Area bermain anak-anak', 'Kolam anak']",3.7,274700,219760,-7.261415,112.785399
Prime Royal Hotel Surabaya,Hotel,"Sawahan, Surabaya","004, Jl. Kranggan No.105, RW.08, Sawahan, Kec. Sawahan, Kota SBY, Jawa Timur 60251, Indonesia","['Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Fasilitas Rapat', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Fasilitas Rapat', 'Penyimpanan Barang', 'Ruang Merokok', 'AC', 'Fasilitas rapat', 'Ruang merokok khusus', 'WiFi Publik', 'Lift', 'Kolam Renang', 'Restoran', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Layanan Laundry/Dry Cleaning', 'Penitipan Bagasi', 'Resepsionis 24 Jam']",3.6,699999,219999,-7.256421,112.729877
BATIQA Hotel Darmo Surabaya,Hotel,"Wonokromo, Surabaya","Jalan Darmokali No.60, Darmo, Wonokromo, Kota SBY, Jawa Timur 60241","['InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Penyimpanan Barang', 'Ruang Merokok', 'AC', 'Fasilitas rapat', 'WiFi Publik', 'Lift', 'Restoran', 'Ruang merokok khusus', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Tur', 'Resepsionis 24 Jam', 'Layanan Laundry/Dry Cleaning', 'Brankas Hotel', 'Layanan Concierge', 'Kotak P3K']",4.2,409500,301750,-7.294299,112.740616
Hotel Utami Surabaya,Hotel,"Juanda, Surabaya","Jl. Raya Juanda Selatan No.36 Semambung Sidoarjo Jawa Timur, East Java 61253, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'Ruang Merokok', 'AC', 'Fasilitas rapat', 'Ruang merokok khusus', 'WiFi Publik', 'Restoran', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Layanan Laundry/Dry Cleaning', 'Brankas Hotel', 'Resepsionis 24 Jam']",3.7,741434,311674,-7.382276,112.744968
Sans Hotel Rajawali Surabaya,Hotel,"Krembangan, Surabaya","Jl. Rajawali No.72, Krembangan Sel., Kec. Krembangan, Kota SBY, Jawa Timur 60175, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",4.5,353249,239400,-7.23425,112.731738
Bam-Bam House Syariah,Hotel,"Lowokwaru, Malang","Jl. Kadaka No. 3, Jatimulyo, Lowokwaru, Malang","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Antar Jemput Bandara', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Perlengkapan BBQ', 'Penyimpanan Barang', 'Board Game', 'AC', 'Lift', 'Restoran', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan']",4.4,300000,300000,-7.94526,112.619946
Whiz Prime Hotel Basuki Rahmat Malang,Hotel,"Klojen, Malang","Jl. Jenderal Basuki Rahmat No.85-87, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65119","['InDOnesia CARE', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'InDOnesia CARE', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Bukti Vaksin Covid-19', 'AC', 'Fasilitas rapat', 'Lift', 'Restoran', 'Ruang Tamu', 'Kolam Renang', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Tur', 'Resepsionis 24 Jam', 'Layanan Laundry/Dry Cleaning', 'Layanan Concierge']",4.2,498750,400781,-7.9761065,112.6291416
OYO 1289 Cbr Residence,Hotel,"Blimbing, Malang","17, Jl. Candi Bajang Ratu No. 17, Purwantoro, Kec. Blimbing, Malang","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Teras', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",4.3,174315,105448,-7.944676,112.639256
RedDoorz near Alun Alun Batu 2,Hotel,"Batu, Malang","Jl. Sudiro No.10, Sisir, Kec. Batu, Kota Batu, Jawa Timur 65314, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",5.0,198000,198000,-7.873385,112.526402
MaxOne Ascent Hotel Malang,Hotel,"Klojen, Malang","Jl. Jaksa Agung Suprapto No.75 A, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur","['InDOnesia CARE', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'InDOnesia CARE', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Akses Kursi Roda', 'Bukti Vaksin Covid-19', 'Ruang Merokok', 'AC', 'Tempat berjemur', 'Fasilitas rapat', 'Lift', 'Restoran', 'Ruang merokok khusus', 'Kolam Renang', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Tur', 'Resepsionis 24 Jam', 'Layanan Laundry/Dry Cleaning']",4.1,655500,384750,-7.9658766,112.6338801
