hotel_name,property_type,city,address,facilities,rating,min_price,max_price,latitude,longitude
Mess Inn Semarang,Hostel,"Semarang Utara, Semarang",Jl Imam Bonjol II/10 - Sebelah Alfa Mart Masuk - Ikuti Google Maps,"['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Pet-friendly', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Pet-friendly', 'Teras', 'AC', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Dibolehkan', 'Layanan Laundry/Dry Cleaning', 'Check-out Tanpa Antre', 'Check-in Tanpa Antre', 'Resepsionis 24 Jam']",3.3,62999,373055,-6.970529,110.418266
OYO 1217 Candi Residence,Hotel,"Ngaliyan, Semarang","H7, Jl. Srikaton Utara, Purwoyoso, Kec. Ngaliyan, Kota Semarang, Semarang, 50184, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'Penyimpanan Barang', 'Teras', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Staf Multibahasa', 'Rak Koran']",2.9,80187,120731,-6.9931934,110.3624566
RedDoorz near Siliwangi Semarang,Guest House,"Semarang Utara, Semarang","Jl. Kokrosono No.64, Bulu Lor, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50179, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Hasil PCR Tidak Diperlukan', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Hasil PCR Tidak Diperlukan', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'Teras', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Resepsionis 24 Jam']",4.1,137456,194040,-6.971196,110.402016
Narra Hotel Bandara Semarang,Hotel,"Semarang Barat, Semarang","Royal Square, Jl. Marina Raya No.15-16, Kota Semarang, Jawa Tengah","['InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'AC', 'InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'AC', 'Fasilitas Rapat', 'Fasilitas Ramah Difabel', 'Teras', 'Ruang Merokok', 'AC', 'WiFi Publik', 'Ruang merokok khusus', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam', 'Layanan Laundry/Dry Cleaning', 'Staf Multibahasa']",4.0,182121,410935,-6.957459,110.392034
OYO 1808 New Bandungan Indah,Hotel,"Bandungan, Semarang","Jl. Veteran No. 3, Krajan, Jetis, Bandungan, Semarang, Jawa Tengah, Semarang","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Staf Multibahasa', 'Resepsionis 24 Jam']",3.7,69009,280001,-7.222073,110.36968
Gapura Residence Semarang,Hotel,"Semarang Barat, Semarang",Jl Anjasmoro Raya No 74 Semarang,"['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Antar Jemput Bandara', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Antar Jemput Bandara', 'AC', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Layanan Laundry/Dry Cleaning', 'Staf Multibahasa', 'Layanan Concierge', 'Resepsionis 24 Jam']",4.1,189600,273600,-6.975249,110.390755
Just Inn Semarang,Guest House,"Semarang Timur, Semarang","Jl. Kartini II No.15, Karangturi, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50124, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'Teras', 'AC', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Layanan Laundry/Dry Cleaning', 'Penitipan Bagasi', 'Resepsionis 24 Jam']",3.4,168887,288888,-6.986088,110.432875
OYO 908 Taman Wisata Kopeng,Hotel,"Getasan, Semarang","Jl. Raya Salatiga - Magelang KM. 15, Kopeng, Getasan, Dukuh, Kopeng, Getasan, Semarang, Jawa Tengah 50774, Indonesia, Salatiga","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'Fasilitas Anak', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'Fasilitas Anak', 'Biliar', 'Ruang Merokok', 'AC', 'Fasilitas rapat', 'Ruang merokok khusus', 'WiFi Publik', 'Restoran', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan']",3.9,86635,285184,-7.398416,110.419317
Sarila Hotel Sukoharjo,Hotel,Sukoharjo,"Jalan Jendral Sudirman No. 228, Sukoharjo, Gabusan, Jombor, Bendosari, Sukoharjo Regency, Central Java","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'Penyimpanan Barang', 'Ruang Merokok', 'AC', 'Lounge', 'Fasilitas rapat', 'Ruang merokok khusus', 'WiFi Publik', 'Restoran', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Resepsionis 24 Jam']",3.5,180000,250000,-7.658494,110.834794
THE VILLA SOLO BARU,Hotel,Sukoharjo,"Jl. Ir. Soekarno Kel, RT.06/RW.07, Dusun I, Langenharjo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552","['tiket CLEAN', 'Parkir', 'Resepsionis 24 Jam', 'Penyimpanan Barang', 'tiket CLEAN', 'Parkir', 'Resepsionis 24 Jam', 'Penyimpanan Barang', 'Hewan Peliharaan Tidak Diperbolehkan', 'Parkir (Gratis)', 'Penitipan Bagasi', 'Resepsionis 24 Jam']",4.1,205199,226099,-7.610113,110.815985
RedDoorz Plus near Solo Baru,Hotel,Sukoharjo,"Jl. Pelangi Raya No.Kav 8, Dusun I, Kadilangu, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57556","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",4.1,202667,335580,-7.603478,110.792053
Nestagar Hotel Solo,Hotel,Sukoharjo,"Jl. Telukan-Parangjoro 168, Sudimoro, RT 03/10, Sawah, Parangjoro, Kec. Grogol, Sukoharjo, Jawa Tengah","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'AC', 'Antar Jemput Bandara', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Hasil PCR Diperlukan', 'Bukti Vaksin Covid-19', 'Penyimpanan Barang', 'AC', 'Fasilitas rapat', 'Restoran', 'Parkir (Gratis)', 'Penitipan Bagasi', 'Layanan Concierge', 'Resepsionis 24 Jam', 'Keamanan']",4.3,200999,602999,-7.62646,110.81757
SPOT ON 3199 GALAXY HOUSE 234 Syariah,Hotel,"Sukoharjo, Sukoharjo","22C, Gereja Hati Kudus Yesus, Jalan Brigjend. Slamet Riyadi, Gayam, Sukoharjo, Solo","['tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'Penyimpanan Barang', 'Teras', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Staf Multibahasa']",2.6,60615,68668,-7.6838,110.843432
OYO 2258 Santana Syariah Guest House,Hotel,Sukoharjo,"Jl. Pagelaran No.63, Dusun II, Kartasura, Solo","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'Teras', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Check-out Tanpa Antre', 'Penitipan Bagasi', 'Staf Multibahasa', 'Resepsionis 24 Jam']",3.8,107221,153274,-7.5552103,110.7387171
SPOT ON 2821 Griya Kawula Syariah,Hotel,Sukoharjo,"Jl. Parang Barong No.1, Dusun IV, Makamhaji, Kec. Kartasura, Solo","['tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Staf Multibahasa']",3.1,82281,159013,-7.564613,110.768993
Assalaam Syariah Hotel Solo,Hotel,Sukoharjo,"jL Garuda Mas , Pabelan, Kartasura ( UMS Ke Utara )","['InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Antar Jemput Bandara', 'InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Penyimpanan Barang', 'Ruang Merokok', 'AC', 'Fasilitas rapat', 'WiFi Publik', 'Pemadam Api', 'Restoran', 'Ruang Tamu', 'ATM/Bank', 'Ruang merokok khusus', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Layanan Pernikahan', 'Resepsionis 24 Jam', 'Layanan Laundry/Dry Cleaning', 'Staf Multibahasa', 'Layanan Concierge', 'Kotak P3K']",3.6,245000,480000,-7.554377,110.769802
RedDoorz @ Jalan Ringroad Selatan,hotel,"Sewon, Bantul","Jl. Ring Road Selatan, Panggungharjo, Sewon, Bantul","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Penyimpanan Barang', 'Teras', 'Ruang Merokok', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Check-out Tanpa Antre', 'Penitipan Bagasi', 'Rak Koran', 'Resepsionis 24 Jam']",3.7,132577,177650,-7.828237,110.356909
The Fort Hotel by ZUZU,hotel,"Kasihan, Bantul","Jl Bugisan Selatan, 99","['Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Fasilitas Ramah Difabel', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Fasilitas Ramah Difabel', 'Teras', 'Restoran', 'Resepsionis 24 Jam', 'Dapat Diakses Kursi Roda']",4.3,217587,218552,-7.826389,110.347369
Hotel Widodo 1 Parangtritis RedPartner,hotel,"Kretek, Bantul","Hotel Widodo 1, Pantai, Parangtritis, Bantul, Daerah Istimewa Yogyakarta, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Mingguan/Bulanan', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Mingguan/Bulanan', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",4.4,89905,215730,-8.023982,110.333045
OYO 465 Alam Citra Bed & Breakfast,hotel,"Sewon, Bantul","Perumahan Alam Citra E 18-19, Cabean, Panggungharjo, Sewon, Bantul, Daerah Istimewa Yogyakarta 55188, Indonesia, Yogyakarta","['tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'Penyimpanan Barang', 'Teras', 'AC', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Check-out Tanpa Antre', 'Penitipan Bagasi', 'Rak Koran']",4.5,94915,233332,-7.860473,110.355711
RedDoorz near Parangtritis Beach,hotel,"Parangtritis, Bantul","Pantai Parangtritis, Bantul, Kretek, Yogyakarta, Indonesia","['WiFi', 'Parkir', 'AC', 'WiFi', 'Parkir', 'AC', 'AC', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Shower']",3.5,179652,299625,-8.020132,110.332454
OYO 1533 The Paris Ocean,hotel,"Parangtritis, Bantul","Jalan Parangtritis KM-28, Desa Mancingan XI RT-01, Pantai, Parangtritis, Kretek, Bantul Regency, Special Region of Yogyakarta 55772, Indonesia, Yogyakarta","['tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'Teras', 'AC', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Staf Multibahasa']",3.4,78259,281120,-8.020051,110.327084
Flory Hotel,hotel,"Sewon, Bantul","03, Jl. Ringroad Selatan No.19, Glugo, Panggungharjo, Sewon, Bantul, Daerah Istimewa Yogyakarta 55188, Indonesia","['tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'AC', 'Fasilitas Rapat', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'AC', 'Fasilitas Rapat', 'AC', 'Tempat berjemur', 'Fasilitas rapat', 'WiFi Publik', 'Kolam Renang', 'Restoran', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Staf Multibahasa']",4.0,189999,189999,-7.835249,110.363285
Sans Hotel Pippo Yogyakarta,hotel,"Kasihan, Bantul","Jl. Bugisan Selatan No.100, Dongkelan Kauman, Tirtonirmolo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",5.0,310000,916500,-7.821955,110.347716
Penginapan Rudi,hotel,"Dlingo, Bantul","Dusun Pencit Rejo RT 1 Pantirejo, Terong, Dlingo, Bantul, Yogyakarta","['tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Antar Jemput Bandara', 'Pet-friendly', 'Fasilitas Ramah Difabel', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Antar Jemput Bandara', 'Pet-friendly', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'Kolam Renang Anak', 'Teras', 'WiFi Publik', 'Kolam Renang', 'Mesin Penjual Otomatis', 'Parkir (Gratis)', 'Hewan Peliharaan Dibolehkan']",4.6,136642,385577,-7.877594,110.455334
Bahagia Sederhana Homestay,hotel,"Bantul, Bantul","Jl. KH Hasyim Asyari No. 100, Ringinharjo, Bantul, Bantul, Yogyakarta","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Antar Jemput Bandara', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Antar Jemput Bandara', 'Perpustakaan', 'Porter/Bell-boy', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Tur', 'Resepsionis 24 Jam']",4.5,60294,583407,-7.885894,110.321182
Budi Bambu Homestay Yogyakarta Bangunjiwo RedPartner,hotel,"Kasihan, Bantul","Gedongan, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",3.4,216000,378000,-7.844074,110.327542
OYO 90903 Chez Laelik Homestay,hotel,"Sewon, Bantul","111,Jl. Randubelang No.111, Jotawang, Bangunharjo, Sewon, Bantul, Daerah Istimewa Yogyakarta,55188,Yogyakarta,Yogyakarta","['WiFi', 'AC', 'Penyimpanan Barang', 'WiFi', 'AC', 'Penyimpanan Barang', 'AC', 'WiFi Publik', 'Rak Pakaian', 'Check-out Tanpa Antre', 'Penitipan Bagasi', 'Check-in Tanpa Antre', 'Closet']",4.2,61434,109440,-7.828736054,110.3724656
Bukit Indah Hotel,hotel,"Piyungan, Bantul","Jalan Yogyakarta - Wonosari Hargo Dumilah KM 15, Srimulyo, Piyungan, Area Kebun, Srimulyo, Kec. Piyungan, Kabupaten Bantul, Daerah Istimewa Yogyakarta","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'AC', 'Restoran', 'Parkir (Gratis)', 'Resepsionis 24 Jam', 'tiket CLEAN']",3.0,238492,480000,-7.844102,110.480186
RedDoorz @ Omah Kayu Homestay,hotel,"Sewon, Bantul","Jl. Ringroad Selatan No.92, Saman, Bangunharjo, Kec. Sewon, Bantul, Daerah Istimewa Yogyakarta 55188, Indonesia","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Teras', 'AC', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",3.5,174240,232320,-7.834186,110.368891
Griya Jagadhaya Guesthouse,hotel,"Sewon, Bantul","Jalan KH. Ali Maksum No. 183, Pelemsewu, Panggungharjo, Sewon, Bantul","['WiFi', 'Parkir', 'WiFi', 'Parkir', 'WiFi Publik', 'Parkir di hotel', 'Keamanan 24 jam', 'Properti Bebas Asap Rokok']",4.0,134858,500900,-7.84044697467363,110.356940484659
RedDoorz Plus @ Jalan Parangtritis 2,hotel,"Sewon, Bantul","Jalan Parangtritis KM 4 No 303 Bangunharjo, sewon, Bantul, Yogyakara","['tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'Fasilitas Ramah Difabel', 'tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'Fasilitas Ramah Difabel', 'Teras', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Ruang Makan']",3.8,140939,280500,-7.831765,110.367284
OYO 90325 Pondok Dnayu Syariah,hotel,"Kasihan, Bantul","118, Menayu, Tirtonirmolo, Kasihan, Bantul, Yogyakarta","['tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'tiket CLEAN']",3.8,95002,118766,-7.824075,110.34045
Kamala House,hotel,"Kasihan, Bantul","Jl. Tambak, Kasihan (Perumahan Griya Indah VI A18, Kembang, Ngestiharjo, Kasihan, Bantul Regency, Special Region of Yogyakarta","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'Teras', 'Ruang Merokok', 'AC', 'Lounge', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Staf Multibahasa', 'Layanan Concierge', 'Resepsionis 24 Jam']",4.7,151470,568012,-7.7802921,110.3500677
RedDoorz Syariah @ Hotel Nuri Indah Dongkelan Yogyakarta,hotel,"Sewon, Bantul","Jl. Bantul No.302, Dongkelan, Panggungharjo, Kec. Sewon, Bantul, Daerah Istimewa Yogyakarta 55188, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",4.5,178427,335580,-7.82606,110.355007
OYO 90903 Chez Laelik Homestay,hotel,"Sewon, Bantul","111, Jl. Randubelang No.111, Jotawang, Bangunharjo, Sewon, Bantul, Daerah Istimewa Yogyakarta, Yogyakarta","['WiFi', 'Parkir', 'AC', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'AC', 'Penyimpanan Barang', 'Teras', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Check-out Tanpa Antre', 'Penitipan Bagasi', 'Check-in Tanpa Antre']",3.5,100368,170256,-7.828744,110.372411
OYO 2047 Opak Village Bed & Breakfast,hotel,"Jetis, Bantul","Jl.Imogiri Barat No.01 Km 13 Dusun Bungas, Yogyakarta","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Teras', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Staf Multibahasa', 'Rak Koran', 'Resepsionis 24 Jam']",4.1,80994,162848,-7.917968,110.371189
RedDoorz @ Jalan Parangtritis,hotel,"Sewon, Bantul","Jl. parangtritis No. 319, Yogyakarta","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Penyimpanan Barang', 'Teras', 'Ruang Merokok', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Check-out Tanpa Antre', 'Penitipan Bagasi', 'Rak Koran', 'Resepsionis 24 Jam']",3.5,140250,231000,-7.83159,110.367701
Joglo Mandapa Boutique Hotel & Resto,hotel,"Kasihan, Bantul","Dusun Kembaran, RT.01, Tamantirto, Kasihan, Bantul, Daerah Istimewa Yogyakarta, Indonesia 55183","['tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Antar Jemput Bandara', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Teras', 'AC', 'Tempat berjemur', 'Fasilitas rapat', 'WiFi Publik', 'Restoran', 'Ruang Tamu', 'Kolam Renang', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam', 'Layanan Laundry/Dry Cleaning', 'Brankas Hotel', 'Layanan Concierge']",4.2,290998,1309499,-7.83155,110.33839
Omah Kebon Nitiprayan,hotel,"Kasihan, Bantul",Jalan Nitiprayan RT 02,"['WiFi', 'Parkir', 'Antar Jemput Bandara', 'WiFi', 'Parkir', 'Antar Jemput Bandara', 'Taman', 'Ruang Yoga', 'Ruang merokok khusus', 'WiFi Publik', 'Rak Pakaian', 'Check-out Tanpa Antre', 'Check-in Tanpa Antre']",5.0,200001,300000,-7.813029766082764,110.34324645996094
Wisma Sanggrahan Syariah Yogyakarta RedPartner,hotel,"Bantul, Bantul","484C+3XF, Bantul Karang, Ringinharjo, Kec. Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55712, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Resepsionis 24 Jam', 'Keamanan']",4.0,155130,266490,-7.894826,110.322659
OYO 90051 Guest House Parangtritis,hotel,"Parangtritis, Bantul","00, Jl. Parangtritis, Pantai, Parangtritis, Kec. Kretek, Yogyakarta","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'Teras', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Staf Multibahasa', 'Resepsionis 24 Jam']",3.7,98267,137876,-8.022815,110.333121
Omah Kebon Homestay Yogyakarta,hotel,"Kasihan, Bantul","Jl. Nitiprayan No. 60-88, Jomegatan, Ngestiharjo, Kec. Kasihan, Bantul, Daerah Istimewa Yogyakarta, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Antar Jemput Bandara', 'tiket CLEAN', 'WiFi', 'Parkir', 'Antar Jemput Bandara', 'Teras', 'Tempat berjemur', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Check-out Tanpa Antre', 'Staf Multibahasa', 'Check-in Tanpa Antre']",5.0,200000,300000,-7.814069,110.342858
OYO 3845 Paris Syariah,hotel,"Sewon, Bantul","Jl. Parangtritis No.Km3.5, RW.5, Randubelang, Bangunharjo, Kec. Sewon, Yogyakarta","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'Teras', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Staf Multibahasa', 'Resepsionis 24 Jam']",4.7,159596,165577,-7.829642,110.367494
